Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
10/02/2019,2018,Atromitos,Levadeiakos,1.44,4.0,8.0,1.0,0.0,H,2,1,11,9,0,0,56,33,0,3,3,7,0,0,56,33
10/02/2019,2018,AEK,OFI Crete,1.22,6.0,13.0,1.0,0.0,H,4,0,9,1,1,0,70,20,0,3,3,9,0,1,70,20
09/02/2019,2018,Xanthi,Lamia,1.95,3.2,4.2,0.0,0.0,D,2,2,5,5,0,0,44,22,0,4,0,7,0,1,44,22
09/02/2019,2018,Panionios,Apollon,1.57,3.5,7.0,0.0,1.0,A,3,1,6,3,1,0,40,30,0,5,3,13,0,2,40,30
09/02/2019,2018,Giannina,Panathinaikos,2.9,3.1,2.5,1.0,0.0,H,2,2,6,8,0,1,44,22,1,2,3,5,0,0,44,22
03/02/2019,2018,OFI Crete,Xanthi,2.05,3.25,3.1,0.0,0.0,D,2,1,9,5,1,0,33,33,0,3,2,7,0,0,33,33
03/02/2019,2018,Levadeiakos,Panathinaikos,3.5,3.2,2.0,0.0,0.0,D,2,3,4,7,0,0,33,11,1,2,4,6,0,0,33,11
03/02/2019,2018,Larisa,Atromitos,2.45,3.2,2.7,0.0,1.0,A,3,0,9,2,1,0,44,33,0,3,4,7,0,0,44,33
03/02/2019,2018,Aris,Giannina,1.53,3.6,5.5,1.0,0.0,H,1,3,4,6,0,0,50,12,0,5,2,8,0,0,50,12
03/02/2019,2018,Apollon,Asteras Tripolis,5.0,3.5,1.6,0.0,2.0,A,1,2,3,5,0,0,12,25,1,2,3,5,0,1,12,25
03/02/2019,2018,AEK,PAOK,2.37,3.4,2.62,1.0,1.0,D,4,1,8,2,1,0,78,11,4,0,9,3,1,0,78,11
02/02/2019,2018,Olympiakos,Panionios,1.1,8.0,17.0,4.0,0.0,H,4,0,11,2,2,0,78,11,1,3,5,11,0,1,78,11
02/02/2019,2018,Lamia,Panetolikos,2.0,3.2,3.5,0.0,2.0,A,3,1,5,3,0,0,44,33,1,3,6,10,0,1,44,33
31/01/2019,2018,Xanthi,Aris,2.5,2.9,3.1,0.0,1.0,A,3,1,6,4,0,0,50,25,2,2,6,7,0,0,50,25
31/01/2019,2018,OFI Crete,Atromitos,2.75,2.9,2.8,1.0,1.0,D,2,1,8,4,1,0,38,25,1,3,5,6,0,0,38,25
30/01/2019,2018,PAOK,Giannina,1.22,5.75,13.0,2.0,1.0,H,5,0,13,2,2,0,100,0,0,5,2,8,0,0,100,0
30/01/2019,2018,Panionios,Asteras Tripolis,2.62,2.9,2.8,1.0,0.0,H,2,1,7,5,1,0,33,33,1,2,5,7,0,1,33,33
30/01/2019,2018,Panetolikos,Panathinaikos,2.8,2.87,2.8,0.0,1.0,A,3,0,7,4,0,0,50,38,0,3,3,8,0,0,50,38
30/01/2019,2018,Olympiakos,Larisa,1.18,6.5,15.0,4.0,0.0,H,3,1,7,3,1,0,75,12,0,3,3,7,0,0,75,12
30/01/2019,2018,Lamia,Apollon,1.57,3.5,7.0,2.0,1.0,H,3,1,6,4,0,0,38,38,0,4,2,11,0,2,38,38
30/01/2019,2018,AEK,Levadeiakos,1.18,6.5,15.0,1.0,0.0,H,4,1,11,2,2,0,75,12,0,3,4,8,0,0,75,12
27/01/2019,2018,PAOK,OFI Crete,1.14,7.0,13.0,4.0,0.0,H,5,0,11,2,1,0,100,0,0,2,4,6,0,0,100,0
27/01/2019,2018,Panathinaikos,Larisa,1.44,3.8,7.0,1.0,1.0,D,3,0,9,3,1,0,75,25,0,4,2,8,0,0,75,25
27/01/2019,2018,Levadeiakos,Aris,2.8,2.8,2.6,1.0,0.0,H,1,3,4,8,0,0,25,12,2,2,6,10,0,1,25,12
27/01/2019,2018,Lamia,Atromitos,3.0,2.8,2.5,2.0,1.0,H,2,1,5,4,0,0,29,43,1,2,6,6,0,0,29,43
27/01/2019,2018,Asteras Tripolis,Olympiakos,4.75,3.25,1.75,0.0,2.0,A,3,2,5,5,0,1,50,12,4,0,8,3,0,0,50,12
26/01/2019,2018,Panionios,AEK,5.0,3.4,1.66,0.0,2.0,A,3,0,8,3,1,0,38,38,2,1,7,2,1,0,38,38
26/01/2019,2018,Panetolikos,Xanthi,2.2,2.9,3.4,0.0,0.0,D,3,0,9,6,0,0,57,29,1,3,3,7,0,0,57,29
26/01/2019,2018,Giannina,Apollon,1.45,3.75,7.0,1.0,0.0,H,2,2,7,8,0,1,38,25,0,4,2,11,0,2,38,25
21/01/2019,2018,Lamia,Panathinaikos,3.0,3.0,2.5,1.0,0.0,H,1,1,4,4,0,0,17,50,0,2,4,8,0,0,17,50
20/01/2019,2018,Xanthi,Atromitos,3.2,3.0,2.4,2.0,1.0,H,3,1,7,3,1,0,43,29,2,1,7,4,0,0,43,29
20/01/2019,2018,OFI Crete,Panetolikos,2.0,3.2,4.0,3.0,0.0,H,2,1,6,4,0,0,29,29,1,3,6,10,0,1,29,29
20/01/2019,2018,Larisa,Aris,2.6,3.0,2.9,0.0,0.0,D,3,0,9,2,1,0,50,25,2,3,6,11,0,1,50,25
20/01/2019,2018,AEK,Asteras Tripolis,1.57,3.6,6.5,3.0,0.0,H,3,1,9,3,1,0,71,14,1,2,5,6,0,0,71,14
19/01/2019,2018,PAOK,Panionios,1.2,6.0,15.0,3.0,0.0,H,5,0,10,2,0,0,100,0,1,3,5,9,0,0,100,0
19/01/2019,2018,Giannina,Olympiakos,8.5,4.33,1.4,1.0,2.0,A,2,1,6,6,0,1,43,29,3,1,6,3,0,0,43,29
19/01/2019,2018,Apollon,Levadeiakos,2.15,3.2,3.5,0.0,0.0,D,1,3,3,7,0,0,14,14,0,4,4,11,0,1,14,14
14/01/2019,2018,Giannina,AEK,4.75,3.3,1.8,0.0,4.0,A,2,1,6,4,0,0,50,33,2,1,6,2,1,0,50,33
14/01/2019,2018,Aris,Lamia,1.53,3.6,7.5,1.0,0.0,H,1,3,5,6,0,0,43,14,1,3,2,7,0,1,43,14
13/01/2019,2018,Panathinaikos,Xanthi,1.53,3.6,7.5,2.0,2.0,D,4,0,9,2,1,0,86,14,2,3,3,6,0,0,86,14
13/01/2019,2018,Levadeiakos,Olympiakos,11.0,3.8,1.4,0.0,2.0,A,1,3,5,8,0,0,29,14,2,1,5,4,0,0,29,14
13/01/2019,2018,Asteras Tripolis,PAOK,3.8,3.1,2.1,0.0,3.0,A,3,1,6,3,0,0,57,14,4,0,7,3,0,0,57,14
12/01/2019,2018,OFI Crete,Panionios,2.25,2.8,3.75,1.0,1.0,D,2,2,5,6,0,1,33,17,2,3,6,8,0,0,33,17
12/01/2019,2018,Larisa,Apollon,1.85,3.2,4.75,3.0,0.0,H,2,1,7,4,0,0,43,29,0,4,2,10,0,1,43,29
12/01/2019,2018,Atromitos,Panetolikos,1.61,3.4,6.5,2.0,2.0,D,3,1,10,7,0,0,62,25,2,3,6,8,0,1,62,25
17/12/2018,2018,Levadeiakos,PAOK,8.0,4.0,1.44,1.0,2.0,A,1,3,4,8,0,0,33,17,4,0,8,3,0,0,33,17
16/12/2018,2018,Panathinaikos,Atromitos,2.37,3.1,3.2,1.0,0.0,H,4,0,11,2,2,0,83,17,3,0,9,4,0,0,83,17
16/12/2018,2018,Olympiakos,Lamia,1.12,7.5,21.0,3.0,0.0,H,3,1,6,4,0,0,71,14,1,2,4,6,0,0,71,14
16/12/2018,2018,Larisa,AEK,5.75,3.5,1.64,0.0,0.0,D,3,1,8,4,0,0,50,17,2,2,6,4,1,0,50,17
16/12/2018,2018,Apollon,Xanthi,2.75,3.0,2.75,1.0,0.0,H,0,4,3,9,0,0,0,17,2,2,3,5,0,0,0,17
15/12/2018,2018,Giannina,Panionios,2.14,3.1,3.6,3.0,1.0,H,2,1,4,3,0,0,40,40,2,3,5,9,0,1,40,40
15/12/2018,2018,Asteras Tripolis,OFI Crete,1.44,4.0,8.0,2.0,1.0,H,3,1,6,2,0,0,50,17,0,2,3,7,0,1,50,17
15/12/2018,2018,Aris,Panetolikos,1.57,3.8,6.0,1.0,2.0,A,2,2,6,4,0,0,50,17,1,4,4,8,0,1,50,17
10/12/2018,2018,Panionios,Levadeiakos,1.8,3.4,4.75,1.0,1.0,D,3,1,7,3,1,0,43,29,0,5,3,12,0,1,43,29
10/12/2018,2018,Panetolikos,Apollon,1.66,3.4,5.75,2.0,1.0,H,3,0,9,6,0,0,50,33,0,4,1,10,0,1,50,33
09/12/2018,2018,Xanthi,Olympiakos,6.5,3.4,1.61,1.0,1.0,D,3,1,7,3,1,0,50,17,3,1,5,3,0,0,50,17
09/12/2018,2018,PAOK,Larisa,1.22,6.0,13.0,2.0,1.0,H,5,0,10,1,0,0,100,0,0,4,1,8,0,0,100,0
09/12/2018,2018,OFI Crete,Panathinaikos,2.62,3.0,2.8,3.0,1.0,H,1,3,3,8,0,1,20,20,1,1,6,6,0,0,20,20
09/12/2018,2018,Atromitos,Aris,2.04,3.1,4.0,4.0,2.0,H,3,1,8,5,0,0,57,29,2,3,4,8,0,1,57,29
08/12/2018,2018,Asteras Tripolis,Giannina,1.5,3.75,7.5,1.0,0.0,H,2,2,5,3,0,0,40,20,1,4,4,8,0,0,40,20
08/12/2018,2018,AEK,Lamia,1.2,6.0,15.0,2.0,0.0,H,3,1,11,3,2,0,67,17,1,2,4,5,0,0,67,17
03/12/2018,2018,Olympiakos,Panetolikos,1.18,6.5,15.0,2.0,1.0,H,3,1,9,3,1,0,67,17,1,3,4,7,0,1,67,17
03/12/2018,2018,Lamia,PAOK,9.0,4.2,1.4,0.0,1.0,A,1,1,4,6,0,1,20,60,4,0,8,3,0,0,20,60
02/12/2018,2018,Levadeiakos,Asteras Tripolis,3.4,2.87,2.37,0.0,2.0,A,2,2,5,6,0,0,40,20,0,3,4,8,0,0,40,20
02/12/2018,2018,Aris,Panathinaikos,2.3,3.0,3.4,1.0,1.0,D,3,2,7,3,0,0,60,0,2,1,6,5,0,0,60,0
02/12/2018,2018,AEK,Xanthi,1.36,4.75,8.0,2.0,0.0,H,3,1,11,3,2,0,60,20,2,1,3,3,0,0,60,20
26/11/2018,2018,Panionios,Lamia,1.72,3.3,5.5,1.0,0.0,H,2,2,6,4,1,0,33,33,1,2,5,7,0,0,33,33
24/11/2018,2018,Panetolikos,AEK,7.0,3.5,1.57,2.0,1.0,H,2,1,8,7,0,0,40,40,3,1,6,2,1,0,40,40
24/11/2018,2018,Panathinaikos,Apollon,1.36,4.75,8.0,5.0,1.0,H,4,0,9,2,1,0,80,20,0,4,0,6,0,0,80,20
07/05/18,2017,Panathinaikos,Xanthi,2.5,3.1,2.7,1.0,2.0,A,2,1,4,4,0,1,57,29,0,3,2,8,0,1,57,29
06/05/18,2017,Panionios,Levadeiakos,1.57,3.75,5.25,2.0,0.0,H,1,1,3,5,0,1,36,36,0,2,3,6,0,0,36,36
06/05/18,2017,Panetolikos,Asteras Tripolis,4.33,3.5,1.72,0.0,2.0,A,4,1,6,1,1,0,43,21,1,2,4,4,0,0,43,21
06/05/18,2017,Giannina,Olympiakos,4.33,3.5,1.72,3.0,0.0,H,1,2,3,5,0,0,21,64,2,1,10,4,2,0,21,64
05/05/18,2017,PAOK,Platanias,1.02,13.0,41.0,3.0,0.0,H,3,2,8,8,1,2,86,0,0,5,1,14,0,3,86,0
05/05/18,2017,Larisa,Lamia,1.6,3.75,5.0,1.0,1.0,D,2,1,5,3,0,0,36,50,1,3,2,5,0,0,36,50
05/05/18,2017,Atromitos,Kerkyra,1.12,7.0,17.0,4.0,0.0,H,2,1,8,6,1,0,43,43,0,3,2,9,0,1,43,43
05/05/18,2017,Apollon,AEK,5.0,3.6,1.61,0.0,1.0,A,3,0,7,2,1,0,36,43,3,0,7,2,1,0,36,43
29/04/18,2017,Xanthi,Larisa,1.28,4.75,13.0,1.0,0.0,H,4,0,9,2,1,0,43,43,0,4,1,9,0,2,43,43
29/04/18,2017,Platanias,Panionios,6.0,4.0,1.55,1.0,2.0,A,0,4,2,11,0,2,7,21,0,3,2,6,0,0,7,21
29/04/18,2017,Panathinaikos,PAOK,6.0,3.75,1.57,0.0,3.0,A,3,0,8,1,1,0,62,31,4,1,10,4,0,0,62,31
29/04/18,2017,Olympiakos,Panetolikos,1.28,5.0,11.0,4.0,0.0,H,3,1,11,4,2,0,71,14,1,3,5,8,0,0,71,14
29/04/18,2017,Levadeiakos,Atromitos,4.75,3.5,1.8,0.0,1.0,A,3,1,7,4,0,0,50,36,1,1,6,6,0,0,50,36
29/04/18,2017,Kerkyra,AEK,13.0,6.5,1.19,0.0,0.0,D,2,1,6,4,0,0,29,29,3,0,7,2,1,0,29,29
29/04/18,2017,Asteras Tripolis,Apollon,1.16,7.0,15.0,2.0,1.0,H,2,1,9,5,1,0,50,21,1,2,2,5,0,0,50,21
22/04/18,2017,PAOK,Xanthi,1.19,6.5,9.5,2.0,1.0,H,3,2,9,7,2,2,85,0,0,3,1,9,0,2,85,0
22/04/18,2017,Panionios,Panathinaikos,2.25,3.2,3.0,0.0,3.0,A,1,1,3,3,0,0,38,38,1,2,3,6,0,1,38,38
22/04/18,2017,Panetolikos,Lamia,2.2,3.0,3.25,1.0,0.0,H,3,1,6,2,1,0,38,23,1,3,2,6,0,0,38,23
22/04/18,2017,Kerkyra,Asteras Tripolis,3.6,3.1,2.04,1.0,3.0,A,2,1,5,4,0,1,31,31,0,3,1,4,0,0,31,31
22/04/18,2017,Giannina,Larisa,1.6,3.6,5.25,0.0,0.0,D,1,2,5,7,0,0,23,62,0,5,2,12,0,2,23,62
22/04/18,2017,Atromitos,Platanias,1.12,7.0,15.0,4.0,1.0,H,2,1,5,5,0,0,38,46,0,5,2,13,0,2,38,46
22/04/18,2017,Apollon,Olympiakos,7.5,4.33,1.39,1.0,0.0,H,2,0,7,3,1,0,31,46,2,0,11,4,2,0,31,46
22/04/18,2017,AEK,Levadeiakos,1.08,8.0,21.0,2.0,0.0,H,5,0,11,0,2,0,86,7,0,2,3,5,0,0,86,7
16/04/18,2017,Olympiakos,Kerkyra,1.16,6.5,13.0,5.0,1.0,H,3,1,8,3,1,0,69,15,0,3,1,8,0,1,69,15
15/04/18,2017,Xanthi,Giannina,2.0,3.0,4.2,3.0,0.0,H,4,0,9,4,0,0,38,46,2,2,6,5,1,0,38,46
15/04/18,2017,Platanias,AEK,17.0,9.0,1.08,0.0,1.0,A,1,3,3,10,0,2,8,23,3,0,10,3,2,0,8,23
15/04/18,2017,Panathinaikos,Atromitos,2.7,3.0,2.6,1.0,0.0,H,3,0,9,1,1,0,58,33,2,0,9,5,1,0,58,33
15/04/18,2017,Larisa,Panetolikos,1.95,3.1,4.2,4.0,2.0,H,1,1,1,1,0,0,31,54,2,2,4,4,0,0,31,54
14/04/18,2017,PAOK,Panionios,1.12,8.0,19.0,3.0,1.0,H,3,2,11,6,3,2,83,0,0,2,2,4,0,0,83,0
14/04/18,2017,Levadeiakos,Asteras Tripolis,3.39,3.1,2.14,1.0,0.0,H,3,1,9,6,0,0,46,38,0,2,1,3,0,0,46,38
14/04/18,2017,Lamia,Apollon,4.33,1.5,4.5,0.0,0.0,D,1,2,3,5,0,0,23,38,1,3,2,8,0,1,23,38
04/04/18,2017,Giannina,Apollon,2.0,3.2,4.0,0.0,1.0,A,1,1,5,6,0,0,25,67,0,3,1,8,0,1,25,67
02/04/18,2017,Asteras Tripolis,Platanias,1.25,5.25,13.0,4.0,0.0,H,2,1,8,6,0,0,46,23,0,5,2,11,0,1,46,23
01/04/18,2017,Panionios,Xanthi,2.0,3.0,4.33,0.0,0.0,D,2,1,6,4,0,0,42,33,1,3,2,9,0,2,42,33
01/04/18,2017,Kerkyra,Lamia,2.25,2.87,3.7,0.0,0.0,D,2,2,6,7,0,1,33,25,1,4,2,8,0,0,33,25
01/04/18,2017,Apollon,Larisa,2.0,3.0,4.33,3.0,0.0,H,1,1,4,6,0,1,25,50,1,4,4,9,0,1,25,50
01/04/18,2017,AEK,Panathinaikos,1.39,4.0,10.0,3.0,0.0,H,5,0,11,1,1,0,85,8,1,2,5,6,0,0,85,8
31/03/18,2017,Panetolikos,Giannina,2.0,3.1,4.2,1.0,0.0,H,2,2,6,6,1,1,33,25,2,2,6,5,1,0,33,25
31/03/18,2017,Levadeiakos,Olympiakos,8.5,4.33,1.39,1.0,1.0,D,4,1,10,6,0,0,50,33,3,0,13,3,3,0,50,33
31/03/18,2017,Atromitos,PAOK,5.0,3.5,1.72,0.0,2.0,A,2,1,5,4,0,0,42,50,4,1,11,4,1,0,42,50
11/03/18,2017,Xanthi,Panetolikos,2.1,3.25,3.5,1.0,0.0,H,3,0,9,5,0,0,33,50,2,1,4,3,0,0,33,50
11/03/18,2017,Platanias,Olympiakos,10.0,6.0,1.25,0.0,4.0,A,1,3,3,7,0,1,8,25,3,0,13,4,3,0,8,25
11/03/18,2017,PAOK,AEK,1.64,3.75,5.25,0.0,3.0,A,4,1,15,3,4,1,91,0,3,0,9,3,1,0,91,0
11/03/18,2017,Lamia,Levadeiakos,1.66,3.6,5.25,1.0,1.0,D,1,3,2,6,0,0,25,33,0,3,2,9,0,1,25,33
10/03/18,2017,Panionios,Atromitos,2.89,3.0,2.6,2.0,2.0,D,3,1,6,3,0,0,45,27,3,0,10,4,1,0,45,27
10/03/18,2017,Panathinaikos,Asteras Tripolis,2.04,3.25,3.75,1.0,1.0,D,3,1,8,1,1,0,64,27,1,2,3,3,0,0,64,27
10/03/18,2017,Larisa,Kerkyra,1.95,3.29,4.0,0.0,0.0,D,1,2,1,4,0,1,33,50,0,4,2,11,0,1,33,50
05/03/18,2017,Apollon,Panetolikos,2.2,3.0,3.5,2.0,1.0,H,0,2,3,8,0,1,18,55,2,0,5,3,0,0,18,55
04/03/18,2017,Olympiakos,Panathinaikos,1.36,4.2,10.0,1.0,1.0,D,4,1,8,2,1,0,75,8,1,2,5,6,0,0,75,8
04/03/18,2017,Levadeiakos,Larisa,2.62,2.87,2.87,2.0,1.0,H,3,2,8,7,0,0,45,36,1,4,4,10,0,1,45,36
04/03/18,2017,Asteras Tripolis,PAOK,8.0,3.75,1.44,3.0,2.0,H,1,1,5,4,0,0,42,25,5,0,10,1,1,0,42,25
04/03/18,2017,AEK,Panionios,1.3,4.5,11.0,1.0,0.0,H,4,0,10,1,1,0,83,8,0,2,3,5,0,0,83,8
03/03/18,2017,Platanias,Lamia,2.45,2.87,3.29,1.0,2.0,A,1,3,3,8,0,1,9,27,0,4,1,8,0,0,9,27
03/03/18,2017,Kerkyra,Giannina,2.75,3.0,2.75,1.0,1.0,D,2,3,6,9,0,1,36,18,2,2,6,5,1,0,36,18
03/03/18,2017,Atromitos,Xanthi,1.53,3.75,6.5,1.0,0.0,H,2,1,5,4,0,0,36,55,1,3,2,9,0,2,36,55
26/02/18,2017,Atromitos,AEK,3.5,3.1,2.2,1.0,1.0,D,2,1,5,4,0,0,40,50,3,0,9,3,1,0,40,50
25/02/18,2017,Xanthi,Apollon,1.8,3.2,5.0,2.0,0.0,H,2,1,7,8,0,1,27,55,0,3,2,9,0,1,27,55
25/02/18,2017,PAOK,Olympiakos,1.7,3.39,5.5,0.0,3.0,A,5,0,17,1,4,0,100,0,3,0,13,5,2,0,100,0
25/02/18,2017,Panetolikos,Kerkyra,1.53,3.6,7.5,1.0,0.0,H,1,3,6,10,1,2,27,27,0,4,3,13,0,1,27,27
25/02/18,2017,Larisa,Platanias,1.83,3.25,4.75,1.0,0.0,H,1,2,1,4,0,1,27,55,0,5,3,12,0,1,27,55
24/02/18,2017,Panionios,Asteras Tripolis,1.95,3.2,4.2,0.0,0.0,D,3,1,8,5,0,0,50,20,2,2,6,3,1,0,50,20
24/02/18,2017,Panathinaikos,Lamia,1.39,4.09,9.5,2.0,0.0,H,2,1,7,2,1,0,60,30,0,3,2,7,0,0,60,30
24/02/18,2017,Giannina,Levadeiakos,1.5,3.75,8.0,0.0,0.0,D,1,1,6,7,0,0,27,64,0,4,2,10,0,1,27,64
19/02/18,2017,Larisa,Panathinaikos,3.1,2.75,2.62,0.0,1.0,A,1,1,2,4,0,1,30,60,0,3,4,10,0,1,30,60
18/02/18,2017,Platanias,Giannina,2.45,2.89,3.25,0.0,3.0,A,1,3,3,8,0,1,10,30,1,3,6,9,0,0,10,30
18/02/18,2017,Olympiakos,Panionios,1.22,5.5,15.0,1.0,0.0,H,4,1,10,3,1,0,73,9,1,1,4,4,0,0,73,9
18/02/18,2017,Levadeiakos,Panetolikos,2.6,2.79,3.1,1.0,2.0,A,3,1,7,5,0,0,50,40,1,0,4,3,0,0,50,40
18/02/18,2017,AEK,Xanthi,1.33,4.5,11.0,4.0,0.0,H,4,0,9,2,0,0,82,9,1,2,3,6,0,1,82,9
17/02/18,2017,Lamia,PAOK,10.0,4.33,1.36,0.0,2.0,A,1,2,4,6,0,0,27,36,5,0,11,1,2,0,27,36
17/02/18,2017,Kerkyra,Apollon,2.29,2.89,3.5,2.0,0.0,H,1,3,5,10,0,1,30,20,0,3,2,8,0,1,30,20
17/02/18,2017,Asteras Tripolis,Atromitos,2.37,2.79,3.5,0.0,1.0,A,2,0,9,3,1,0,45,27,3,0,12,5,1,0,45,27
11/02/18,2017,Panetolikos,Platanias,1.53,3.5,6.0,3.0,0.0,H,1,3,6,11,0,2,20,30,0,5,3,12,0,1,20,30
11/02/18,2017,Atromitos,Olympiakos,3.75,3.25,1.83,2.0,2.0,D,2,1,3,2,0,0,44,44,3,1,11,4,2,0,44,44
11/02/18,2017,Apollon,Levadeiakos,1.95,3.1,3.5,1.0,1.0,D,0,2,3,8,0,1,20,50,0,5,1,11,0,1,20,50
11/02/18,2017,AEK,Asteras Tripolis,1.28,4.33,10.0,1.0,0.0,H,4,0,11,2,1,0,80,10,2,2,6,4,1,0,80,10
10/02/18,2017,Xanthi,Kerkyra,1.5,3.6,6.0,1.0,1.0,D,3,1,8,7,0,1,30,50,0,5,2,16,0,2,30,50
10/02/18,2017,Panionios,Lamia,1.64,3.29,5.0,1.0,0.0,H,2,2,7,6,0,0,44,22,0,2,2,6,0,0,44,22
10/02/18,2017,Giannina,Panathinaikos,2.25,3.0,3.0,2.0,1.0,H,0,1,5,7,0,0,20,70,0,2,4,9,0,1,20,70
05/02/18,2017,Platanias,Apollon,2.14,3.0,3.75,1.0,1.0,D,1,4,2,8,0,1,11,22,0,3,2,8,0,1,11,22
04/02/18,2017,Olympiakos,AEK,1.75,3.29,5.25,1.0,2.0,A,5,0,11,2,1,0,80,10,3,0,8,2,1,0,80,10
04/02/18,2017,Levadeiakos,Kerkyra,1.8,3.25,5.0,2.0,0.0,H,2,1,6,6,0,0,44,44,0,4,3,15,0,2,44,44
04/02/18,2017,Lamia,Atromitos,2.75,2.89,2.6,1.0,1.0,D,1,2,4,6,0,0,30,30,3,1,12,6,1,0,30,30
04/02/18,2017,Giannina,PAOK,7.0,4.0,1.5,1.0,3.0,A,0,0,5,5,0,0,22,78,4,0,10,2,2,0,22,78
03/02/18,2017,Panathinaikos,Panetolikos,1.53,3.75,7.0,0.0,0.0,D,3,1,8,2,1,0,67,22,1,1,4,4,0,0,67,22
03/02/18,2017,Larisa,Panionios,2.5,3.0,3.0,0.0,0.0,D,2,1,3,4,0,1,33,56,1,2,4,6,0,0,33,56
03/02/18,2017,Asteras Tripolis,Xanthi,1.8,3.29,4.75,1.0,1.0,D,3,0,10,2,1,0,50,20,2,2,5,6,0,1,50,20
28/01/18,2017,Xanthi,Levadeiakos,1.66,3.39,5.75,2.0,1.0,H,2,2,6,8,0,1,22,56,0,5,1,11,0,1,22,56
28/01/18,2017,Panionios,Giannina,1.83,3.39,4.5,0.0,1.0,A,2,2,10,9,0,0,50,25,0,3,6,10,0,0,50,25
28/01/18,2017,Panetolikos,PAOK,7.5,4.09,1.44,0.0,1.0,A,1,3,7,13,0,2,22,33,3,1,9,3,2,0,22,33
28/01/18,2017,Atromitos,Larisa,1.55,3.79,6.25,1.0,0.0,H,2,1,3,2,0,0,38,50,2,2,6,7,0,0,38,50
28/01/18,2017,Asteras Tripolis,Olympiakos,6.0,4.0,1.53,1.0,1.0,D,4,0,10,1,1,0,56,11,4,1,14,6,2,0,56,11
27/01/18,2017,Kerkyra,Platanias,2.54,2.87,3.1,2.0,0.0,H,1,3,4,10,0,1,22,22,0,5,4,15,0,2,22,22
27/01/18,2017,Apollon,Panathinaikos,2.6,3.0,2.89,0.0,0.0,D,1,2,7,11,0,1,22,44,0,3,4,10,0,1,22,44
27/01/18,2017,AEK,Lamia,1.12,8.5,17.0,2.0,0.0,H,4,0,10,2,1,0,78,11,0,2,2,8,0,1,78,11
21/01/18,2017,PAOK,Apollon,1.11,8.5,21.0,3.0,0.0,H,5,0,17,1,3,0,100,0,0,3,3,7,0,0,100,0
21/01/18,2017,Panetolikos,Panionios,2.75,2.79,2.87,1.0,1.0,D,1,3,7,13,0,2,25,25,1,2,3,5,0,0,25,25
21/01/18,2017,Olympiakos,Xanthi,1.18,5.75,19.0,3.0,0.0,H,5,0,13,3,1,0,78,11,2,2,5,5,0,0,78,11
21/01/18,2017,Lamia,Asteras Tripolis,2.75,2.79,2.89,1.0,0.0,H,1,2,5,6,0,0,22,33,2,2,6,4,1,0,22,33
21/01/18,2017,Giannina,Atromitos,2.7,2.87,2.87,2.0,2.0,D,1,0,5,4,0,0,25,75,4,1,12,4,1,0,25,75
20/01/18,2017,Platanias,Levadeiakos,2.1,3.0,4.0,1.0,0.0,H,0,5,1,11,0,2,0,25,0,5,1,11,0,1,0,25
20/01/18,2017,Panathinaikos,Kerkyra,1.33,4.75,10.0,4.0,0.0,H,3,1,6,3,0,0,62,25,0,4,4,13,0,1,62,25
20/01/18,2017,Larisa,AEK,7.0,3.75,1.53,0.0,0.0,D,3,1,4,4,0,1,38,50,3,0,9,3,1,0,38,50
15/01/18,2017,Olympiakos,Lamia,1.12,8.0,19.0,2.0,0.0,H,5,0,12,3,1,0,75,12,0,2,2,9,0,2,75,12
14/01/18,2017,Kerkyra,PAOK,17.0,8.5,1.12,0.0,3.0,A,1,3,4,9,0,0,25,25,2,2,6,4,1,0,25,25
14/01/18,2017,Atromitos,Panetolikos,1.57,3.6,6.5,0.0,1.0,A,3,0,6,1,1,0,43,57,1,1,6,4,1,0,43,57
14/01/18,2017,Asteras Tripolis,Larisa,1.75,3.29,5.25,3.0,1.0,H,3,1,7,1,1,0,50,12,2,2,6,6,0,0,50,12
14/01/18,2017,AEK,Giannina,1.25,5.25,13.0,3.0,1.0,H,3,1,7,2,1,0,75,12,0,3,5,9,0,0,75,12
13/01/18,2017,Xanthi,Platanias,1.44,4.0,8.5,3.0,2.0,H,1,2,4,7,0,1,12,62,0,5,2,14,0,2,12,62
13/01/18,2017,Levadeiakos,Panathinaikos,3.39,3.1,2.25,3.0,2.0,H,2,1,5,5,0,0,38,50,0,2,3,8,0,1,38,50
13/01/18,2017,Apollon,Panionios,3.0,2.89,2.6,1.0,1.0,D,2,2,8,10,0,1,25,38,2,2,3,4,0,0,25,38
08/01/18,2017,Apollon,Atromitos,3.1,3.2,2.35,0.0,3.0,A,2,1,8,7,0,0,29,43,4,1,10,4,0,0,29,43
07/01/18,2017,Panathinaikos,Platanias,1.36,4.5,9.0,2.0,0.0,H,3,1,6,3,0,0,57,29,0,5,3,15,0,2,57,29
07/01/18,2017,Larisa,Olympiakos,9.5,4.0,1.39,0.0,3.0,A,3,0,5,2,0,0,43,57,3,2,13,9,1,0,43,57
07/01/18,2017,Lamia,Xanthi,2.39,2.87,3.29,0.0,1.0,A,1,1,6,6,0,0,25,38,2,2,6,5,0,0,25,38
