Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
18/04/2021,2020,AEK,Asteras Tripolis,1.57,3.75,6.0,3.0,1.0,H,1,3,5,11,0,1,43,29,2,1,5,5,0,0,43,29
18/04/2021,2020,Panathinaikos,Aris,2.5,3.1,2.9,1.0,2.0,A,3,0,8,3,1,0,57,29,1,2,6,6,0,0,57,29
17/04/2021,2020,Volos NFC,Giannina,2.8,2.87,2.8,1.0,1.0,D,3,1,7,3,0,0,33,33,3,1,6,3,0,0,33,33
17/04/2021,2020,Panetolikos,Apollon,1.9,3.2,4.33,1.0,0.0,H,2,2,4,6,0,1,29,21,0,3,3,8,0,0,29,21
17/04/2021,2020,OFI Crete,Atromitos,1.9,3.4,4.0,1.0,1.0,D,1,4,5,9,0,0,21,21,1,3,2,6,0,1,21,21
11/04/2021,2020,Olympiakos,Panathinaikos,1.5,4.2,6.0,3.0,1.0,H,4,0,11,1,3,0,93,7,2,2,7,6,0,0,93,7
11/04/2021,2020,Asteras Tripolis,PAOK,4.75,3.6,1.72,1.0,1.0,D,2,1,6,5,0,0,50,29,1,4,4,10,0,2,50,29
11/04/2021,2020,Aris,AEK,2.1,3.2,3.6,1.0,3.0,A,4,0,7,0,1,0,64,14,2,2,8,7,0,0,64,14
10/04/2021,2020,Atromitos,Larisa,2.4,3.2,3.0,0.0,1.0,A,0,2,5,7,0,0,29,43,2,2,7,6,0,0,29,43
10/04/2021,2020,Apollon,OFI Crete,2.4,3.2,3.0,0.0,0.0,D,3,2,5,5,0,0,29,7,0,4,1,7,0,1,29,7
10/04/2021,2020,Volos NFC,Panetolikos,2.2,3.2,3.3,3.0,1.0,H,2,2,4,3,0,0,29,36,0,3,1,8,0,1,29,36
04/04/2021,2020,AEK,Olympiakos,3.2,3.2,2.3,1.0,5.0,A,2,2,6,7,0,0,46,31,4,1,10,5,0,0,46,31
04/04/2021,2020,Aris,Asteras Tripolis,1.57,3.6,6.5,2.0,0.0,H,3,1,5,1,1,0,62,15,3,0,6,3,0,0,62,15
04/04/2021,2020,Panathinaikos,PAOK,3.8,3.1,2.1,3.0,0.0,H,3,0,7,3,0,0,54,31,2,3,7,7,1,1,54,31
03/04/2021,2020,Larisa,Panetolikos,1.95,3.25,4.0,1.0,1.0,D,1,3,4,8,0,0,8,38,0,4,0,9,0,1,8,38
03/04/2021,2020,Lamia,Volos NFC,1.85,3.25,4.5,1.0,1.0,D,2,1,3,2,0,0,23,31,2,2,4,5,0,0,23,31
03/04/2021,2020,OFI Crete,Giannina,2.2,3.25,3.25,2.0,1.0,H,0,5,3,11,0,1,15,23,3,1,5,2,0,0,15,23
03/04/2021,2020,Atromitos,Apollon,1.8,3.1,5.25,1.0,1.0,D,1,2,6,7,0,0,31,38,1,3,3,7,0,0,31,38
21/03/2021,2020,PAOK,AEK,1.75,3.3,4.5,3.0,1.0,H,2,0,15,6,2,0,62,38,2,1,9,6,0,0,62,38
21/03/2021,2020,Olympiakos,Aris,1.6,3.8,4.75,1.0,0.0,H,4,0,11,1,3,0,92,8,2,1,7,5,0,0,92,8
21/03/2021,2020,Asteras Tripolis,Panathinaikos,2.8,3.2,2.37,2.0,2.0,D,3,1,5,3,0,0,54,23,3,2,6,4,0,0,54,23
20/03/2021,2020,Panetolikos,Lamia,2.5,2.87,3.1,0.0,3.0,A,2,1,4,3,0,0,31,23,2,2,2,7,0,2,31,23
20/03/2021,2020,Giannina,Atromitos,2.15,3.1,3.3,1.0,0.0,H,2,3,2,4,0,0,23,31,1,2,3,6,0,1,23,31
20/03/2021,2020,Volos NFC,OFI Crete,2.25,3.1,3.1,0.0,0.0,D,2,3,4,5,0,0,31,31,0,5,1,9,0,1,31,31
20/03/2021,2020,Apollon,Larisa,2.0,3.3,3.6,0.0,2.0,A,3,2,6,6,0,0,31,8,1,3,5,7,0,0,31,8
14/03/2021,2020,Volos NFC,AEK,5.25,3.4,1.65,1.0,0.0,H,1,3,4,6,0,0,25,33,3,0,10,5,0,0,25,33
14/03/2021,2020,Panathinaikos,PAOK,3.4,3.1,2.1,2.0,1.0,H,3,0,7,2,0,0,50,33,2,3,8,8,1,1,50,33
14/03/2021,2020,Larisa,Olympiakos,5.75,3.8,1.5,1.0,3.0,A,1,3,3,6,0,0,8,42,3,1,8,5,0,0,8,42
14/03/2021,2020,Lamia,Atromitos,2.6,2.8,2.8,0.0,0.0,D,3,1,5,2,0,0,25,25,1,3,4,8,0,1,25,25
14/03/2021,2020,Asteras Tripolis,Giannina,2.0,3.2,3.5,0.0,1.0,A,4,0,7,2,0,0,58,25,2,1,4,2,0,0,58,25
14/03/2021,2020,Aris,OFI Crete,1.36,4.33,7.5,1.0,0.0,H,2,2,4,2,1,0,58,17,0,4,1,8,0,1,58,17
14/03/2021,2020,Apollon,Panetolikos,2.05,3.1,3.5,1.0,0.0,H,2,3,5,7,0,0,25,8,0,4,0,9,0,1,25,8
10/03/2021,2020,Lamia,Larisa,2.0,3.1,3.6,2.0,1.0,H,2,2,3,7,0,1,18,27,1,3,4,7,0,0,18,27
08/03/2021,2020,AEK,Apollon,1.33,5.0,9.0,2.0,0.0,H,2,2,5,7,0,0,42,33,2,2,6,6,0,0,42,33
07/03/2021,2020,PAOK,Aris,1.7,3.8,5.0,2.0,2.0,D,2,0,14,5,2,0,67,33,2,1,5,3,0,0,67,33
07/03/2021,2020,Panetolikos,Volos NFC,2.0,3.2,4.0,1.0,0.0,H,1,2,4,5,0,0,25,25,2,2,4,6,0,0,25,25
07/03/2021,2020,Olympiakos,Lamia,1.16,7.0,15.0,3.0,0.0,H,4,0,11,1,3,0,92,8,2,1,2,4,0,1,92,8
06/03/2021,2020,Giannina,Panathinaikos,3.5,3.0,2.25,1.0,0.0,H,1,3,1,4,0,0,17,33,4,1,7,3,0,0,17,33
06/03/2021,2020,Atromitos,Asteras Tripolis,3.4,2.75,2.5,1.0,1.0,D,1,2,5,6,0,0,33,33,3,0,5,2,0,0,33,33
06/03/2021,2020,OFI Crete,Larisa,1.7,3.4,4.75,2.0,3.0,A,1,4,3,8,0,1,17,25,0,4,2,10,0,1,17,25
01/03/2021,2020,Volos NFC,Olympiakos,8.0,5.0,1.28,1.0,2.0,A,2,2,4,4,0,0,27,36,3,1,8,5,0,0,27,36
28/02/2021,2020,Panathinaikos,AEK,2.7,3.2,2.55,1.0,1.0,D,3,0,6,1,0,0,55,27,4,0,10,4,0,0,55,27
28/02/2021,2020,Larisa,Panetolikos,2.45,3.1,3.1,1.0,0.0,H,0,3,2,6,0,0,0,45,0,3,0,8,0,1,0,45
28/02/2021,2020,Lamia,Giannina,2.45,3.0,3.2,0.0,0.0,D,2,3,3,9,0,1,20,20,2,2,4,4,0,0,20,20
28/02/2021,2020,Aris,Atromitos,1.55,3.75,6.5,3.0,0.0,H,2,2,3,2,0,0,55,18,1,3,4,6,0,0,55,18
27/02/2021,2020,Asteras Tripolis,PAOK,5.75,4.5,1.5,2.0,1.0,H,3,1,5,5,0,1,55,27,2,2,8,7,1,1,55,27
27/02/2021,2020,Apollon,OFI Crete,2.4,3.0,3.1,2.0,1.0,H,1,4,3,7,0,0,18,9,0,4,1,8,0,1,18,9
24/02/2021,2020,Larisa,Lamia,2.4,3.2,3.0,0.0,1.0,A,0,2,3,6,0,0,0,50,1,1,1,4,0,1,0,50
22/02/2021,2020,Panetolikos,Panathinaikos,5.5,3.2,1.72,1.0,0.0,H,1,2,5,6,0,0,18,27,4,1,8,4,0,0,18,27
21/02/2021,2020,Olympiakos,Aris,1.5,4.0,7.5,1.0,1.0,D,5,0,15,1,4,0,100,0,2,2,4,4,0,0,100,0
21/02/2021,2020,Giannina,OFI Crete,2.37,2.75,3.5,1.0,0.0,H,0,4,1,7,0,0,9,36,1,3,2,7,0,1,9,36
21/02/2021,2020,Volos NFC,Apollon,2.37,2.87,3.4,2.0,0.0,H,1,2,2,4,0,0,20,40,3,1,7,4,0,0,20,40
21/02/2021,2020,PAOK,Lamia,1.18,6.0,15.0,4.0,0.0,H,2,0,13,6,1,0,64,36,1,0,2,1,0,0,64,36
20/02/2021,2020,AEK,Asteras Tripolis,1.36,4.75,8.0,2.0,2.0,D,2,2,5,7,0,0,45,27,3,0,5,2,0,0,45,27
20/02/2021,2020,Atromitos,Larisa,1.9,3.0,4.75,1.0,1.0,D,2,2,7,7,0,0,36,27,0,5,2,11,0,1,36,27
18/02/2021,2020,Apollon,Lamia,2.55,3.0,3.0,0.0,1.0,A,1,4,3,7,0,0,20,10,0,1,2,3,0,0,20,10
15/02/2021,2020,Larisa,AEK,6.5,3.75,1.5,2.0,4.0,A,0,2,1,3,0,0,0,56,3,1,6,5,0,1,0,56
15/02/2021,2020,Giannina,PAOK,7.0,3.8,1.55,0.0,2.0,A,0,3,3,7,0,0,10,40,1,3,6,8,1,1,10,40
14/02/2021,2020,Panathinaikos,Olympiakos,4.0,3.5,1.83,2.0,1.0,H,3,0,6,0,0,0,50,30,4,0,11,3,1,0,50,30
14/02/2021,2020,OFI Crete,Volos NFC,1.95,3.4,3.5,1.0,2.0,A,1,4,2,9,0,2,18,27,1,2,4,7,0,0,18,27
14/02/2021,2020,Aris,Panetolikos,1.3,4.5,10.0,0.0,0.0,D,3,2,4,2,0,0,60,10,0,4,1,10,0,1,60,10
13/02/2021,2020,Apollon,Atromitos,2.62,3.1,2.75,2.0,1.0,H,0,5,4,10,0,0,11,11,1,3,3,6,0,0,11,11
13/02/2021,2020,Asteras Tripolis,Lamia,1.9,3.1,4.5,0.0,0.0,D,4,1,7,5,0,1,60,20,0,2,2,5,0,0,60,20
08/02/2021,2020,Panetolikos,Giannina,2.8,3.25,2.5,1.0,2.0,A,1,2,4,5,0,0,20,30,1,3,3,5,0,0,20,30
07/02/2021,2020,AEK,Aris,2.0,3.3,3.75,0.0,2.0,A,2,1,6,6,0,0,50,30,2,2,5,4,1,0,50,30
07/02/2021,2020,Volos NFC,Asteras Tripolis,2.7,3.25,2.55,0.0,1.0,A,1,2,3,7,0,1,22,44,2,1,4,4,0,0,22,44
07/02/2021,2020,Olympiakos,OFI Crete,1.22,6.5,11.0,3.0,0.0,H,5,0,16,2,4,0,100,0,2,2,6,5,1,0,100,0
07/02/2021,2020,PAOK,Apollon,1.25,5.5,8.0,2.0,2.0,D,3,0,13,5,1,0,70,30,4,1,7,2,0,0,70,30
06/02/2021,2020,Atromitos,Panathinaikos,3.5,3.3,2.1,2.0,3.0,A,2,1,7,6,0,0,40,30,4,1,7,3,0,0,40,30
31/01/2021,2020,Apollon,Olympiakos,15.0,6.5,1.16,1.0,3.0,A,0,4,6,10,0,0,12,12,3,0,9,3,1,0,12,12
31/01/2021,2020,PAOK,Panetolikos,1.14,8.0,15.0,5.0,0.0,H,3,0,10,5,0,0,67,33,0,3,1,5,0,0,67,33
31/01/2021,2020,Giannina,Atromitos,2.5,3.0,3.0,0.0,1.0,A,1,2,5,6,0,0,11,44,0,3,2,6,0,0,11,44
31/01/2021,2020,OFI Crete,AEK,4.75,3.5,1.75,0.0,2.0,A,1,4,2,9,0,2,20,30,3,1,8,8,0,1,20,30
30/01/2021,2020,Panathinaikos,Lamia,1.36,4.33,9.5,0.0,0.0,D,4,0,8,1,0,0,56,22,0,3,2,7,0,0,56,22
30/01/2021,2020,Asteras Tripolis,Aris,2.75,3.1,2.62,2.0,1.0,H,3,1,6,5,0,1,56,22,2,1,6,4,1,0,56,22
30/01/2021,2020,Larisa,Volos NFC,2.45,3.0,3.1,0.0,0.0,D,0,3,1,6,0,1,0,50,1,2,5,8,0,0,0,50
28/01/2021,2020,Panetolikos,Atromitos,3.25,2.8,2.4,1.0,1.0,D,2,2,5,5,0,0,22,22,1,3,2,5,0,0,22,22
27/01/2021,2020,Olympiakos,PAOK,1.83,3.4,4.5,3.0,0.0,H,5,0,14,2,3,0,100,0,2,2,8,5,1,0,100,0
27/01/2021,2020,Lamia,Apollon,2.2,3.3,3.1,1.0,0.0,H,1,3,4,11,0,1,11,22,4,0,7,1,0,0,11,22
27/01/2021,2020,AEK,Giannina,1.28,5.25,9.0,0.0,2.0,A,2,1,7,6,0,0,56,33,0,4,2,7,0,0,56,33
27/01/2021,2020,Volos NFC,Panathinaikos,4.2,2.87,2.1,0.0,2.0,A,1,1,4,6,0,1,25,50,3,2,5,4,0,0,25,50
26/01/2021,2020,Aris,Larisa,1.4,4.33,9.0,1.0,0.0,H,2,3,4,4,0,0,56,11,0,5,3,14,0,2,56,11
26/01/2021,2020,OFI Crete,Asteras Tripolis,2.1,3.1,3.8,0.0,1.0,A,2,3,4,9,0,2,22,33,1,1,5,6,0,0,22,33
24/01/2021,2020,PAOK,AEK,2.0,3.2,3.6,2.0,2.0,D,4,0,10,4,0,0,75,25,4,1,8,7,0,1,75,25
24/01/2021,2020,Panetolikos,Lamia,2.1,3.0,3.5,0.0,0.0,D,2,3,5,6,0,0,25,12,0,4,2,10,0,1,25,12
24/01/2021,2020,Giannina,Volos NFC,1.9,3.3,3.6,0.0,1.0,A,1,1,5,5,0,0,12,50,0,3,5,12,0,1,12,50
24/01/2021,2020,Atromitos,Olympiakos,6.5,4.33,1.4,0.0,1.0,A,2,0,9,7,0,0,44,33,3,0,14,3,2,0,44,33
23/01/2021,2020,Panathinaikos,OFI Crete,1.4,4.33,8.0,2.0,0.0,H,3,1,6,2,0,0,50,25,2,2,7,5,1,0,50,25
23/01/2021,2020,Apollon,Aris,3.4,3.1,2.1,0.0,1.0,A,0,4,7,12,0,0,14,14,2,1,8,4,2,0,14,14
23/01/2021,2020,Asteras Tripolis,Larisa,1.66,3.6,4.5,1.0,0.0,H,2,2,6,7,0,1,50,25,1,4,5,14,0,2,50,25
17/01/2021,2020,AEK,Atromitos,1.5,3.6,6.5,2.0,1.0,H,2,1,9,6,1,0,50,38,1,3,1,7,0,1,50,38
17/01/2021,2020,Aris,Panathinaikos,2.2,3.1,3.5,0.0,1.0,A,3,2,5,3,0,0,62,12,3,2,6,4,0,0,62,12
17/01/2021,2020,Volos NFC,Lamia,1.95,3.4,3.75,1.0,1.0,D,2,1,5,6,0,1,29,43,0,5,2,12,0,1,29,43
17/01/2021,2020,OFI Crete,PAOK,6.0,4.0,1.53,0.0,3.0,A,2,3,4,8,0,1,25,38,2,2,8,6,0,0,25,38
17/01/2021,2020,Olympiakos,Giannina,1.2,6.0,15.0,1.0,0.0,H,5,0,15,2,3,0,100,0,1,3,4,6,0,0,100,0
16/01/2021,2020,Larisa,Apollon,2.45,2.75,3.4,0.0,1.0,A,0,2,1,5,0,1,0,57,3,0,8,3,0,0,0,57
16/01/2021,2020,Asteras Tripolis,Panetolikos,1.72,3.5,5.0,2.0,0.0,H,1,2,4,7,0,1,43,29,0,3,1,5,0,0,43,29
14/01/2021,2020,Aris,AEK,2.87,3.1,2.5,0.0,1.0,A,4,1,6,2,0,0,71,14,4,1,8,7,0,1,71,14
13/01/2021,2020,PAOK,Olympiakos,3.2,3.1,2.3,1.0,1.0,D,5,0,12,3,1,0,86,14,4,0,15,3,2,0,86,14
11/01/2021,2020,Lamia,AEK,8.5,4.75,1.36,0.0,1.0,A,1,3,4,12,0,1,12,25,3,2,7,8,0,1,12,25
11/01/2021,2020,Giannina,Aris,3.2,3.1,2.3,0.0,0.0,D,1,2,6,7,0,0,14,43,3,1,9,4,2,0,14,43
10/01/2021,2020,Panathinaikos,Larisa,1.5,4.0,6.5,2.0,0.0,H,3,1,5,2,0,0,43,29,1,3,6,13,0,2,43,29
10/01/2021,2020,Atromitos,OFI Crete,2.0,3.1,4.33,0.0,0.0,D,2,1,9,8,0,0,43,29,2,3,7,6,1,0,43,29
10/01/2021,2020,Apollon,Asteras Tripolis,2.7,2.8,2.9,0.0,1.0,A,0,4,8,13,0,0,17,17,0,2,4,7,0,0,17,17
10/01/2021,2020,PAOK,Volos NFC,1.14,7.5,17.0,3.0,1.0,H,4,0,10,3,1,0,83,17,0,2,7,12,0,1,83,17
09/01/2021,2020,Panetolikos,Olympiakos,9.0,5.5,1.3,1.0,2.0,A,2,3,5,7,0,0,29,14,4,0,15,2,2,0,29,14
07/01/2021,2020,Atromitos,PAOK,5.25,3.6,1.65,3.0,2.0,H,2,1,7,6,0,0,33,33,3,1,9,4,0,0,33,33
07/01/2021,2020,Aris,Volos NFC,1.45,4.2,6.5,2.0,0.0,H,3,1,6,4,0,0,67,17,0,1,8,11,0,1,67,17
06/01/2021,2020,Asteras Tripolis,Olympiakos,7.5,4.2,1.4,0.0,4.0,A,2,1,5,3,0,0,50,33,3,0,12,3,1,0,50,33
06/01/2021,2020,Larisa,Giannina,2.5,3.2,2.87,0.0,0.0,D,0,3,2,8,0,1,0,50,2,3,6,7,0,0,0,50
06/01/2021,2020,AEK,Panetolikos,1.18,6.5,17.0,1.0,0.0,H,2,1,10,7,1,0,43,43,0,2,1,4,0,0,43,43
06/01/2021,2020,Apollon,Panathinaikos,3.4,3.5,2.1,0.0,1.0,A,1,3,9,12,0,0,20,20,2,2,7,6,0,0,20,20
04/01/2021,2020,Lamia,Aris,5.25,3.75,1.65,2.0,0.0,H,0,3,2,12,0,1,0,29,4,0,10,2,2,0,0,29
04/01/2021,2020,Volos NFC,Atromitos,2.75,3.2,2.6,1.0,0.0,H,1,1,4,6,0,1,17,50,1,2,3,8,0,1,17,50
03/01/2021,2020,Olympiakos,AEK,1.55,4.0,6.0,3.0,0.0,H,5,0,16,2,3,0,100,0,4,1,9,5,0,0,100,0
03/01/2021,2020,Larisa,PAOK,9.0,4.2,1.4,1.0,1.0,D,0,3,2,8,0,1,0,40,3,1,9,4,0,0,0,40
03/01/2021,2020,Giannina,Apollon,1.9,3.25,4.2,1.0,3.0,A,1,2,5,5,0,0,17,50,2,1,5,3,0,0,17,50
03/01/2021,2020,Panetolikos,OFI Crete,2.9,2.9,2.7,2.0,1.0,H,1,3,4,7,0,0,17,17,2,3,6,7,1,1,17,17
03/01/2021,2020,Panathinaikos,Asteras Tripolis,1.83,3.6,4.33,0.0,0.0,D,3,1,6,3,0,0,50,17,1,2,7,8,0,0,50,17
21/12/2020,2020,AEK,Volos NFC,1.33,5.0,8.5,2.0,2.0,D,2,1,9,6,1,0,50,33,1,1,8,10,0,1,50,33
21/12/2020,2020,Giannina,Asteras Tripolis,2.5,2.9,3.1,2.0,2.0,D,1,2,4,4,0,0,20,40,1,2,6,7,0,0,20,40
20/12/2020,2020,PAOK,Panathinaikos,1.6,3.75,6.0,2.0,1.0,H,4,0,9,2,1,0,80,20,2,1,7,5,0,0,80,20
20/12/2020,2020,Olympiakos,Larisa,1.16,7.5,13.0,5.0,1.0,H,5,0,13,1,2,0,100,0,1,3,5,9,0,1,100,0
19/12/2020,2020,OFI Crete,Aris,2.9,3.1,2.5,0.0,3.0,A,1,2,6,9,0,0,17,50,4,0,8,2,1,0,17,50
19/12/2020,2020,Panetolikos,Apollon,2.3,3.1,3.2,0.0,1.0,A,1,3,4,8,0,0,20,20,1,2,4,5,0,0,20,20
14/12/2020,2020,Asteras Tripolis,Atromitos,2.2,3.0,3.6,2.0,0.0,H,2,1,4,3,0,0,40,40,1,1,4,7,0,1,40,40
13/12/2020,2020,Aris,PAOK,3.2,3.25,2.25,1.0,0.0,H,3,1,8,5,0,0,60,20,3,0,9,3,0,0,60,20
13/12/2020,2020,Volos NFC,Panetolikos,2.15,3.0,3.75,0.0,0.0,D,1,2,4,7,0,1,20,40,0,3,1,6,0,0,20,40
12/12/2020,2020,Panathinaikos,Giannina,1.55,4.0,6.0,2.0,0.0,H,2,2,4,4,0,0,40,20,2,3,7,7,0,0,40,20
06/12/2020,2020,OFI Crete,Apollon,1.75,3.6,4.5,0.0,2.0,A,1,1,7,8,0,0,20,60,0,3,2,6,0,0,20,60
18/07/2020,2019,Panetolikos,Volos NFC,1.8,2.7,5.5,1.0,0.0,H,3,0,8,2,1,0,27,40,0,4,3,13,0,2,27,40
18/07/2020,2019,Larisa,Xanthi,2.87,3.2,2.2,0.0,0.0,D,2,2,8,5,1,0,38,25,0,3,1,4,0,0,38,25
18/07/2020,2019,Atromitos,Panionios,3.2,3.3,2.0,0.0,0.0,D,2,1,7,4,1,0,38,38,1,2,1,5,0,1,38,38
18/07/2020,2019,Asteras Tripolis,Lamia,1.5,3.9,5.25,1.0,1.0,D,1,0,7,3,1,0,44,38,0,2,1,5,0,1,44,38
15/07/2020,2019,AEK,PAOK,2.25,3.3,3.2,0.0,0.0,D,2,1,9,5,1,0,59,29,2,0,6,3,0,0,59,29
15/07/2020,2019,OFI Crete,Olympiakos,6.5,4.5,1.45,1.0,3.0,A,1,2,5,5,1,0,47,24,4,0,8,3,0,0,47,24
15/07/2020,2019,Aris,Panathinaikos,2.87,3.4,2.37,0.0,1.0,A,1,4,7,13,0,1,47,12,0,1,2,5,0,1,47,12
12/07/2020,2019,Olympiakos,PAOK,1.55,4.33,5.25,0.0,1.0,A,5,0,14,2,2,0,94,6,2,0,7,4,0,0,94,6
12/07/2020,2019,Panathinaikos,AEK,3.5,3.5,2.0,1.0,3.0,A,3,0,9,2,1,0,56,25,4,0,10,2,1,0,56,25
11/07/2020,2019,OFI Crete,Aris,1.61,4.0,5.25,0.0,1.0,A,2,1,6,4,1,0,50,25,0,2,6,10,0,0,50,25
11/07/2020,2019,Xanthi,Asteras Tripolis,1.61,3.6,6.0,1.0,2.0,A,1,0,5,4,0,0,33,40,2,1,5,6,0,1,33,40
11/07/2020,2019,Volos NFC,Atromitos,3.6,3.6,1.95,2.0,3.0,A,2,1,2,1,0,0,40,27,1,3,3,5,0,0,40,27
11/07/2020,2019,Panionios,Panetolikos,1.85,3.3,4.75,0.0,2.0,A,3,0,5,2,0,0,33,27,0,3,4,10,0,0,33,27
11/07/2020,2019,Lamia,Larisa,2.25,3.6,2.9,0.0,0.0,D,1,1,4,3,0,0,25,56,0,2,0,6,0,2,25,56
08/07/2020,2019,AEK,OFI Crete,1.18,5.75,13.0,2.0,0.0,H,2,1,8,5,1,0,56,31,0,5,3,15,0,2,56,31
08/07/2020,2019,PAOK,Panathinaikos,1.33,4.75,10.0,0.0,0.0,D,2,3,7,5,1,0,69,12,0,2,2,6,0,1,69,12
08/07/2020,2019,Aris,Olympiakos,15.0,6.0,1.2,2.0,4.0,A,1,4,5,10,0,1,50,12,4,0,5,1,0,0,50,12
06/07/2020,2019,Atromitos,Panetolikos,2.7,3.0,2.6,2.0,2.0,D,2,2,5,3,1,0,40,33,0,4,3,10,0,0,40,33
06/07/2020,2019,Larisa,Panionios,6.0,3.6,1.53,0.0,0.0,D,2,3,8,7,1,0,40,20,1,3,1,7,0,1,40,20
06/07/2020,2019,Lamia,Xanthi,3.5,3.2,2.0,0.0,0.0,D,1,1,5,4,0,0,27,53,0,4,2,7,0,0,27,53
05/07/2020,2019,Panathinaikos,Olympiakos,5.25,4.0,1.57,0.0,0.0,D,4,0,11,2,1,0,60,20,4,0,5,1,0,0,60,20
05/07/2020,2019,Aris,AEK,6.5,4.0,1.5,1.0,4.0,A,2,3,6,6,0,0,53,13,4,0,7,1,0,0,53,13
04/07/2020,2019,OFI Crete,PAOK,6.0,4.33,1.44,2.0,2.0,D,2,1,4,2,1,0,53,20,2,1,5,4,0,0,53,20
04/07/2020,2019,Asteras Tripolis,Volos NFC,1.7,3.5,4.75,4.0,0.0,H,1,0,5,4,0,0,40,40,0,4,3,10,0,1,40,40
01/07/2020,2019,Olympiakos,OFI Crete,1.16,6.0,15.0,2.0,1.0,H,5,0,15,2,2,0,93,7,0,4,4,15,0,2,93,7
01/07/2020,2019,PAOK,AEK,2.0,3.3,3.4,0.0,2.0,A,3,2,8,3,1,0,73,13,4,0,8,2,0,0,73,13
01/07/2020,2019,Panathinaikos,Aris,1.57,3.75,5.25,2.0,0.0,H,4,0,12,2,2,0,57,21,0,2,6,10,0,0,57,21
29/06/2020,2019,Atromitos,Larisa,1.8,3.5,4.5,3.0,0.0,H,1,2,2,3,0,0,36,36,0,2,0,6,0,2,36,36
29/06/2020,2019,Volos NFC,Lamia,2.6,3.0,2.87,0.0,0.0,D,2,2,3,4,0,0,43,21,0,2,2,6,0,1,43,21
28/06/2020,2019,AEK,Olympiakos,3.75,3.3,2.0,1.0,2.0,A,2,0,7,3,1,0,60,33,4,0,4,0,0,0,60,33
28/06/2020,2019,Panetolikos,Asteras Tripolis,1.65,3.6,5.75,1.0,1.0,D,3,0,8,2,1,0,29,36,2,2,5,8,0,1,29,36
28/06/2020,2019,Aris,PAOK,3.3,3.3,2.2,0.0,2.0,A,3,2,7,4,0,0,57,14,2,1,4,4,0,0,57,14
27/06/2020,2019,OFI Crete,Panathinaikos,2.45,3.25,2.87,0.0,0.0,D,2,2,4,3,1,0,57,14,1,2,4,6,0,1,57,14
27/06/2020,2019,Panionios,Xanthi,2.37,3.2,3.0,2.0,1.0,H,2,1,4,3,0,0,29,29,0,4,1,6,0,0,29,29
24/06/2020,2019,Xanthi,Atromitos,2.45,3.1,3.0,1.0,0.0,H,0,1,4,5,0,0,29,43,1,3,3,7,0,1,29,43
22/06/2020,2019,Lamia,Panionios,2.4,3.0,2.9,0.0,1.0,A,1,1,5,4,0,0,29,57,0,4,0,9,0,1,29,57
22/06/2020,2019,Larisa,Volos NFC,1.9,3.3,3.75,3.0,1.0,H,1,3,7,8,1,0,36,21,0,3,2,7,0,1,36,21
21/06/2020,2019,Olympiakos,Panathinaikos,1.5,3.8,5.75,3.0,0.0,H,5,0,16,4,1,0,93,7,2,1,5,3,0,0,93,7
21/06/2020,2019,Xanthi,Panetolikos,2.1,3.1,3.4,1.0,1.0,D,1,1,5,5,0,0,31,38,0,4,4,11,0,0,31,38
21/06/2020,2019,Asteras Tripolis,Atromitos,2.05,3.3,3.25,1.0,1.0,D,2,0,6,3,0,0,43,36,2,3,3,6,0,1,43,36
20/06/2020,2019,AEK,Aris,1.36,4.5,9.0,2.0,2.0,D,3,0,8,1,2,0,64,29,0,3,6,12,0,0,64,29
20/06/2020,2019,PAOK,OFI Crete,1.14,7.5,12.0,3.0,1.0,H,3,2,8,3,1,0,71,14,1,3,5,13,0,2,71,14
15/06/2020,2019,Panetolikos,Larisa,2.0,3.2,4.0,3.0,0.0,H,2,1,5,3,0,0,23,38,0,2,1,5,0,1,23,38
15/06/2020,2019,Asteras Tripolis,Panionios,1.9,3.4,4.0,0.0,0.0,D,3,0,8,3,0,0,46,31,0,5,0,12,0,2,46,31
14/06/2020,2019,Olympiakos,Aris,1.2,5.5,13.0,3.0,1.0,H,5,0,14,3,1,0,92,8,0,2,5,9,0,0,92,8
14/06/2020,2019,OFI Crete,AEK,5.25,3.1,1.8,0.0,2.0,A,2,2,5,3,1,0,62,15,3,1,6,3,0,0,62,15
13/06/2020,2019,Panathinaikos,PAOK,3.4,3.75,2.0,0.0,0.0,D,5,0,15,2,3,0,62,15,2,2,6,8,0,0,62,15
13/06/2020,2019,Atromitos,Lamia,1.72,3.4,5.25,1.0,1.0,D,2,2,3,3,0,0,38,31,1,2,2,5,0,1,38,31
13/06/2020,2019,Volos NFC,Xanthi,4.33,3.4,1.85,1.0,0.0,H,1,3,3,7,0,0,38,23,1,3,4,6,0,0,38,23
08/06/2020,2019,Lamia,Panetolikos,2.37,3.0,3.25,2.0,0.0,H,0,2,3,8,0,1,23,62,0,4,5,12,0,0,23,62
07/06/2020,2019,AEK,Panathinaikos,1.61,3.6,6.0,1.0,1.0,D,4,0,10,1,2,0,69,23,2,2,4,3,0,0,69,23
07/06/2020,2019,PAOK,Olympiakos,2.5,3.1,2.9,0.0,1.0,A,4,1,9,2,1,0,77,15,4,0,7,0,1,0,77,15
